winner business,2nd place business,3rd place business,4th place business,winner participants,2nd place participants,3rd place participants,4th place participants
TechMedic,NerView Surgical,CrowdVision,Cloak The Poke,Shania Bhopa,Mann Parikh,Ibrahim Iftikhar,
